# wavelength	flux
6.753730020415673607e+02	3.753868704240787479e-16
6.753929351329445581e+02	3.608132979896540868e-16
6.754128682243217554e+02	3.578935754204685135e-16
6.754328013156989527e+02	3.546704562374882906e-16
6.754527344070761501e+02	3.700330133925007307e-16
6.754726674984533474e+02	3.439791269679057066e-16
6.754926005898305448e+02	3.847673632682260987e-16
6.755125336812077421e+02	3.448596971259153569e-16
6.755324667725848258e+02	3.401146714949559698e-16
6.755523998639620231e+02	3.759618734463664094e-16
6.755723329553392205e+02	3.610277826137666367e-16
6.755922660467164178e+02	3.799035942059734994e-16
6.756121991380935015e+02	3.621067702396706068e-16
6.756321322294706988e+02	3.463644246869330198e-16
6.756520653208478961e+02	3.507290001756772175e-16
6.756719984122250935e+02	3.618987971813400744e-16
6.756919315036022908e+02	3.569588216236141897e-16
6.757118645949794882e+02	3.481710930238672390e-16
6.757317976863566855e+02	3.490165377843454375e-16
6.757517307777338829e+02	3.741112917450729750e-16
6.757716638691109665e+02	3.913651411224062593e-16
6.757915969604881639e+02	3.750434779733059342e-16
6.758115300518653612e+02	3.692916478054164044e-16
6.758314631432425585e+02	3.765601434049239624e-16
6.758513962346197559e+02	3.522099843443921583e-16
6.758713293259968395e+02	3.691249411334849174e-16
6.758912624173740369e+02	3.599224840269385798e-16
6.759111955087512342e+02	3.518609538305641831e-16
6.759311286001284316e+02	3.723778917580762527e-16
6.759510616915056289e+02	3.771316259465245981e-16
6.759709947828828263e+02	3.638563432620039659e-16
6.759909278742600236e+02	3.966683614656062304e-16
6.760108609656371073e+02	3.866832194460173176e-16
6.760307940570143046e+02	3.521351278076785595e-16
6.760507271483915019e+02	3.552438181334406468e-16
6.760706602397686993e+02	3.730374657261913357e-16
6.760905933311458966e+02	3.782226308523677387e-16
6.761105264225229803e+02	3.696619864918237455e-16
6.761304595139001776e+02	3.606119953157831820e-16
6.761503926052773750e+02	3.770650544508263305e-16
6.761703256966545723e+02	3.610063685620688639e-16
6.761902587880317697e+02	3.696625952967545845e-16
6.762101918794089670e+02	3.603205365725888976e-16
6.762301249707861643e+02	3.447569679112811713e-16
6.762500580621632480e+02	3.719328288838533213e-16
6.762699911535404453e+02	3.602872375898499629e-16
6.762899242449176427e+02	3.519731327565161745e-16
6.763098573362948400e+02	3.570947968814281066e-16
6.763297904276720374e+02	3.659264653153138742e-16
6.763497235190491210e+02	3.620284196920495840e-16
6.763696566104263184e+02	3.752675446576342983e-16
6.763895897018035157e+02	3.616665248653351842e-16
6.764095227931807131e+02	3.607869870287300001e-16
6.764294558845579104e+02	3.697588658851659561e-16
6.764493889759351077e+02	3.740374410599842407e-16
6.764693220673123051e+02	3.768178002395668798e-16
6.764892551586895024e+02	3.842768253126474520e-16
6.765091882500665861e+02	3.866336150790437376e-16
6.765291213414437834e+02	3.502305477559976635e-16
6.765490544328209808e+02	3.634546643565482156e-16
6.765689875241981781e+02	3.809392772724490934e-16
6.765889206155752618e+02	3.644315580425284409e-16
6.766088537069524591e+02	3.080209901701845554e-16
6.766287867983296564e+02	3.428560406891853094e-16
6.766487198897068538e+02	3.604875344120960032e-16
6.766686529810840511e+02	3.525308510127239279e-16
6.766885860724612485e+02	3.578873285524825131e-16
6.767085191638384458e+02	3.502824549937965911e-16
6.767284522552156432e+02	3.317381509213213802e-16
6.767483853465927268e+02	3.521891526278456228e-16
6.767683184379699242e+02	3.427599024496719464e-16
6.767882515293471215e+02	3.467239637032628686e-16
6.768081846207243188e+02	3.632745639761382700e-16
6.768281177121014025e+02	3.527470032329513847e-16
6.768480508034785998e+02	3.756490271212539539e-16
6.768679838948557972e+02	3.485996652253983133e-16
6.768879169862329945e+02	3.540888622400798066e-16
6.769078500776101919e+02	3.586371644690393825e-16
6.769277831689873892e+02	3.559708635697604552e-16
6.769477162603645866e+02	3.496481331954215269e-16
6.769676493517417839e+02	3.376117420753787157e-16
6.769875824431188676e+02	3.437706245139831402e-16
6.770075155344960649e+02	3.652983109755860054e-16
6.770274486258732622e+02	3.831891026594749219e-16
6.770473817172504596e+02	3.640947830366560514e-16
6.770673148086276569e+02	3.573837674653398315e-16
6.770872479000047406e+02	3.485999563929739319e-16
6.771071809913819379e+02	3.660248534860933815e-16
6.771271140827591353e+02	3.421147015718805848e-16
6.771470471741363326e+02	3.489288698743046174e-16
6.771669802655135300e+02	3.644260523283712879e-16
6.771869133568907273e+02	3.573516860924625749e-16
6.772068464482679246e+02	3.593406253317340789e-16
6.772267795396450083e+02	3.678374510536583809e-16
6.772467126310222056e+02	3.702607593761937307e-16
6.772666457223994030e+02	3.690774278790998715e-16
6.772865788137766003e+02	3.644489751575063574e-16
6.773065119051537977e+02	3.746156733953833091e-16
6.773264449965308813e+02	3.612616431165476287e-16
6.773463780879080787e+02	3.770180441222537168e-16
6.773663111792852760e+02	3.739326207327615210e-16
6.773862442706624734e+02	3.644652011324021976e-16
6.774061773620396707e+02	3.641577017027692849e-16
6.774261104534168680e+02	3.564784480634025947e-16
6.774460435447940654e+02	3.693388434224462299e-16
6.774659766361711490e+02	3.705305658396738271e-16
6.774859097275483464e+02	3.573570065181625160e-16
6.775058428189255437e+02	3.870605461542395067e-16
6.775257759103027411e+02	3.626035021236760506e-16
6.775457090016799384e+02	3.858615180778418412e-16
6.775656420930570221e+02	3.765187711394065101e-16
6.775855751844342194e+02	3.770421051519116593e-16
6.776055082758114168e+02	3.799993883383520404e-16
6.776254413671886141e+02	3.684817784287228865e-16
6.776453744585658114e+02	3.899703690258540453e-16
6.776653075499430088e+02	3.749125849131755431e-16
6.776852406413202061e+02	3.927607602519057276e-16
6.777051737326974035e+02	3.732313568617737654e-16
6.777251068240744871e+02	3.771014768675582654e-16
6.777450399154516845e+02	3.675642829281688690e-16
6.777649730068288818e+02	3.701980789380969125e-16
6.777849060982060792e+02	3.680620471335787789e-16
6.778048391895831628e+02	3.851537691108516698e-16
6.778247722809603601e+02	3.595567775519615357e-16
6.778447053723375575e+02	3.661061686490297944e-16
6.778646384637147548e+02	3.691727455554455820e-16
6.778845715550919522e+02	3.601054166737659070e-16
6.779045046464691495e+02	3.835948843807689352e-16
6.779244377378463469e+02	3.921149240994039253e-16
6.779443708292235442e+02	3.739956717477727630e-16
6.779643039206006279e+02	3.896501111624531147e-16
6.779842370119778252e+02	3.698111701696589091e-16
6.780041701033550225e+02	3.875527517059330603e-16
6.780241031947322199e+02	3.679935962835287908e-16
6.780440362861093035e+02	3.719198057522892864e-16
6.780639693774865009e+02	3.632996308574210770e-16
6.780839024688636982e+02	3.705445948228627264e-16
6.781038355602408956e+02	3.670044470895929799e-16
6.781237686516180929e+02	3.496134842539229057e-16
6.781437017429952903e+02	3.776529747255596200e-16
6.781636348343724876e+02	3.843772251866766883e-16
6.781835679257496849e+02	3.688473790245815238e-16
6.782035010171267686e+02	3.455672608044483163e-16
6.782234341085039659e+02	3.696467398987731681e-16
6.782433671998811633e+02	3.592914180114545244e-16
6.782633002912583606e+02	3.564385051659836341e-16
6.782832333826355580e+02	3.642586574421701568e-16
6.783031664740126416e+02	3.793950568002656988e-16
6.783230995653898390e+02	3.659703522098934876e-16
6.783430326567670363e+02	3.552586412100175971e-16
6.783629657481442337e+02	3.442497539945534556e-16
6.783828988395214310e+02	3.667628309413886907e-16
6.784028319308986283e+02	3.565880329509536198e-16
6.784227650222758257e+02	3.524121075814307157e-16
6.784426981136529093e+02	3.337823061208420239e-16
6.784626312050301067e+02	3.546893027205646988e-16
6.784825642964073040e+02	3.372308948864695009e-16
6.785024973877845014e+02	3.525769878385696856e-16
6.785224304791616987e+02	3.322332946185507221e-16
6.785423635705387824e+02	3.780173841813361810e-16
6.785622966619159797e+02	3.555860723836905875e-16
6.785822297532931771e+02	3.686494380127200345e-16
6.786021628446703744e+02	3.528852284220314458e-16
6.786220959360475717e+02	3.579258685515825838e-16
6.786420290274247691e+02	3.582583819229391000e-16
6.786619621188019664e+02	3.497954904584641735e-16
6.786818952101790501e+02	3.689744074968900672e-16
6.787018283015562474e+02	3.461875006800752778e-16
6.787217613929334448e+02	3.577818729505493527e-16
6.787416944843106421e+02	3.519116963980606361e-16
6.787616275756878395e+02	3.512979680882156921e-16
6.787815606670649231e+02	3.671201200264523953e-16
6.788014937584421205e+02	3.462636807057689614e-16
6.788214268498193178e+02	3.960410806286052176e-16
6.788413599411965151e+02	3.561425465602570612e-16
6.788612930325737125e+02	3.484451611218632085e-16
6.788812261239509098e+02	3.488093058798437526e-16
6.789011592153281072e+02	3.595961645840088606e-16
6.789210923067053045e+02	3.805346602214575548e-16
6.789410253980823882e+02	3.621533305819899917e-16
6.789609584894595855e+02	3.544319899930566033e-16
6.789808915808367829e+02	3.761878459548260957e-16
6.790008246722139802e+02	3.611885865248469453e-16
6.790207577635910638e+02	3.761000986354464705e-16
6.790406908549682612e+02	3.511991828707421593e-16
6.790606239463454585e+02	3.639790306904578309e-16
6.790805570377226559e+02	3.777283077183060493e-16
6.791004901290998532e+02	3.490873179750003750e-16
6.791204232204770506e+02	3.688749605349264920e-16
6.791403563118542479e+02	3.665463081442468102e-16
6.791602894032314452e+02	3.452540174326418354e-16
6.791802224946085289e+02	3.865078836259356774e-16
6.792001555859857262e+02	3.554227009039889144e-16
6.792200886773629236e+02	3.717298056743083062e-16
6.792400217687401209e+02	3.767654165457351217e-16
6.792599548601172046e+02	3.630963429500800449e-16
6.792798879514944019e+02	3.713436380596991503e-16
6.792998210428715993e+02	3.350707491127342215e-16
6.793197541342487966e+02	3.742129621685230927e-16
6.793396872256259940e+02	3.374468353484601441e-16
6.793596203170031913e+02	3.628365950028485934e-16
6.793795534083803886e+02	3.508103947479524354e-16
6.793994864997575860e+02	3.458795512641891362e-16
6.794194195911346696e+02	3.720804508446919848e-16
6.794393526825118670e+02	3.500717026086078805e-16
6.794592857738890643e+02	3.730135105756518001e-16
6.794792188652662617e+02	3.485598811466569628e-16
6.794991519566434590e+02	3.393534271033907691e-16
6.795190850480205427e+02	3.580858254297156380e-16
6.795390181393977400e+02	3.524733851212086440e-16
6.795589512307749374e+02	3.459320937766985045e-16
6.795788843221521347e+02	3.591307993888314277e-16
6.795988174135293320e+02	3.574489625324988110e-16
6.796187505049065294e+02	3.739215563648880117e-16
6.796386835962837267e+02	3.655682497879641103e-16
6.796586166876608104e+02	3.561008037178251852e-16
6.796785497790380077e+02	3.616209703746406639e-16
6.796984828704152051e+02	3.844664283439344068e-16
6.797184159617924024e+02	3.627284130136164582e-16
6.797383490531695998e+02	3.579168158869588034e-16
6.797582821445466834e+02	3.486698630809020134e-16
6.797782152359238808e+02	3.696247964514833614e-16
6.797981483273010781e+02	3.706010019231939425e-16
6.798180814186782754e+02	3.637492200639558986e-16
6.798380145100554728e+02	3.697830592637219070e-16
6.798579476014326701e+02	3.609326502258781381e-16
6.798778806928098675e+02	3.708228980855949675e-16
6.798978137841869511e+02	3.325361353669737362e-16
6.799177468755641485e+02	3.615126295667309185e-16
6.799376799669413458e+02	3.792401291802569669e-16
6.799576130583185432e+02	3.484752837310499396e-16
6.799775461496957405e+02	3.643659659286754360e-16
6.799974792410728242e+02	3.758126632987516440e-16
6.800174123324500215e+02	3.736776638156379766e-16
6.800373454238272188e+02	3.562493785907295098e-16
6.800572785152044162e+02	3.727601947848635609e-16
6.800772116065816135e+02	3.593885621025927520e-16
6.800971446979588109e+02	3.528305153875947384e-16
6.801170777893360082e+02	3.679308893756523709e-16
6.801370108807132056e+02	3.808331069864666872e-16
6.801569439720902892e+02	3.977717542283029650e-16
6.801768770634674866e+02	3.823394227342604519e-16
6.801968101548446839e+02	3.769920243289052487e-16
6.802167432462218812e+02	3.614597694168663299e-16
6.802366763375989649e+02	3.402120008745514092e-16
6.802566094289761622e+02	3.934155961294721069e-16
6.802765425203533596e+02	3.847207235165679088e-16
6.802964756117305569e+02	3.638048595406786654e-16
6.803164087031077543e+02	3.536353819759435356e-16
6.803363417944849516e+02	3.801889648998593935e-16
6.803562748858621489e+02	3.593483280375981727e-16
6.803762079772393463e+02	3.636258973607915928e-16
6.803961410686164299e+02	3.803700711318942036e-16
6.804160741599936273e+02	3.575836672408918464e-16
6.804360072513708246e+02	3.816594140962928589e-16
6.804559403427480220e+02	3.557634993163607618e-16
6.804758734341251056e+02	3.918066570461625634e-16
6.804958065255023030e+02	3.493110140824143154e-16
6.805157396168795003e+02	3.860305011508190741e-16
6.805356727082566977e+02	3.651357865288315865e-16
6.805556057996338950e+02	3.746695393968727623e-16
6.805755388910110923e+02	3.548251720992602089e-16
6.805954719823882897e+02	3.985163226587190967e-16
6.806154050737654870e+02	3.789263828826380538e-16
6.806353381651425707e+02	4.055640338265689010e-16
6.806552712565197680e+02	3.909621122581908225e-16
6.806752043478969654e+02	3.827607951557398646e-16
6.806951374392741627e+02	3.416490187393479315e-16
6.807150705306513601e+02	3.761982221084299608e-16
6.807350036220284437e+02	3.784510121107711794e-16
6.807549367134056411e+02	3.779998611872398577e-16
6.807748698047828384e+02	3.441342398763716504e-16
6.807948028961600357e+02	3.435792215376832701e-16
6.808147359875372331e+02	3.686373148536624574e-16
6.808346690789144304e+02	3.698517748115679122e-16
6.808546021702916278e+02	3.773517221639127077e-16
6.808745352616687114e+02	3.508522169997231165e-16
6.808944683530459088e+02	3.586454495100547136e-16
6.809144014444231061e+02	3.596986026310674276e-16
6.809343345358003035e+02	3.636852690764381989e-16
6.809542676271775008e+02	3.688136829951485637e-16
6.809742007185545845e+02	3.338923674644258795e-16
6.809941338099317818e+02	3.712915455334430109e-16
6.810140669013089791e+02	3.574531712274554808e-16
6.810339999926861765e+02	3.563426316242662879e-16
6.810539330840633738e+02	3.546623035453709679e-16
6.810738661754405712e+02	3.770938271012533750e-16
6.810937992668177685e+02	3.644545338112227138e-16
6.811137323581948522e+02	3.402974717928852885e-16
6.811336654495720495e+02	3.549334070280515474e-16
6.811535985409492469e+02	3.743635752144567480e-16
6.811735316323264442e+02	3.806673532266008613e-16
6.811934647237036415e+02	3.574848820234183136e-16
6.812133978150807252e+02	3.741351674862737056e-16
6.812333309064579225e+02	3.787936634077151456e-16
6.812532639978351199e+02	3.705932198079910436e-16
6.812731970892123172e+02	3.682887343260877111e-16
6.812931301805895146e+02	3.539433843313888805e-16
6.813130632719667119e+02	3.385824153631525422e-16
6.813329963633439093e+02	3.640238704971031055e-16
6.813529294547211066e+02	3.529220478854574062e-16
6.813728625460981903e+02	3.435445461264050471e-16
6.813927956374753876e+02	3.619454634027778660e-16
6.814127287288525849e+02	3.626393951448159516e-16
6.814326618202297823e+02	3.442098110971344950e-16
6.814525949116068659e+02	3.800120673627812532e-16
6.814725280029840633e+02	3.424831344341566037e-16
6.814924610943612606e+02	3.714639696777684644e-16
6.815123941857384580e+02	3.652782998222071226e-16
6.815323272771156553e+02	3.496982934277667425e-16
6.815522603684928526e+02	3.573122196510764449e-16
6.815721934598700500e+02	3.411766655223556505e-16
6.815921265512472473e+02	3.636668461098354179e-16
6.816120596426243310e+02	3.659834282810167259e-16
6.816319927340015283e+02	3.575167516380587567e-16
6.816519258253787257e+02	3.393151253323071137e-16
6.816718589167559230e+02	3.721779655127446362e-16
6.816917920081330067e+02	3.607664994193182867e-16
6.817117250995102040e+02	3.907418307523455011e-16
6.817316581908874014e+02	3.829471424041358107e-16
6.817515912822645987e+02	3.484707044591788460e-16
6.817715243736417960e+02	3.741194973767495010e-16
6.817914574650189934e+02	3.747724803697437615e-16
6.818113905563961907e+02	3.826279962714781513e-16
6.818313236477733881e+02	3.753289280765306334e-16
6.818512567391504717e+02	3.736854194610612738e-16
6.818711898305276691e+02	3.714765428230792704e-16
6.818911229219048664e+02	3.629779700957012564e-16
6.819110560132820638e+02	3.567736919850799217e-16
6.819309891046592611e+02	3.668756980816103262e-16
6.819509221960363448e+02	3.991906138242927232e-16
6.819708552874135421e+02	3.656436621900493447e-16
6.819907883787907394e+02	3.529999749166048018e-16
6.820107214701679368e+02	3.267228423708490662e-16
6.820306545615451341e+02	3.460181999697428245e-16
6.820505876529223315e+02	3.800761242294173597e-16
6.820705207442995288e+02	3.455922218066127165e-16
6.820904538356766125e+02	3.819698781412411617e-16
6.821103869270538098e+02	3.397619087422041554e-16
6.821303200184310072e+02	3.517295843144009615e-16
6.821502531098082045e+02	3.838744846627016594e-16
6.821701862011854018e+02	3.528460002086617310e-16
6.821901192925624855e+02	3.690033919055539253e-16
6.822100523839396828e+02	3.684947486207277179e-16
6.822299854753168802e+02	3.796024210536653922e-16
6.822499185666940775e+02	3.964419919104525186e-16
6.822698516580712749e+02	3.651514566383557911e-16
6.822897847494484722e+02	3.685439824107868741e-16
6.823097178408256696e+02	3.920876072868549741e-16
6.823296509322027532e+02	3.556086775754704367e-16
6.823495840235799506e+02	3.777231990508429218e-16
6.823695171149571479e+02	3.658005750435282038e-16
6.823894502063343452e+02	3.755808409689999827e-16
6.824093832977115426e+02	3.749508866842591985e-16
6.824293163890886262e+02	3.672481543503858031e-16
6.824492494804658236e+02	3.779468422186976588e-16
6.824691825718430209e+02	3.860646471665052631e-16
6.824891156632202183e+02	3.878567571246585490e-16
6.825090487545974156e+02	3.714660078507977950e-16
6.825289818459746130e+02	3.645436840289212289e-16
6.825489149373518103e+02	3.784870110110294871e-16
6.825688480287290076e+02	3.765444203558405544e-16
6.825887811201060913e+02	3.586706752100151307e-16
6.826087142114832886e+02	3.594332430905604163e-16
6.826286473028604860e+02	3.737502174815262278e-16
6.826485803942376833e+02	3.719690660121280443e-16
6.826685134856147670e+02	3.588657574856796368e-16
6.826884465769919643e+02	3.532766370530017377e-16
6.827083796683691617e+02	3.621264637556942693e-16
6.827283127597463590e+02	3.118752018384284355e-16
6.827482458511235563e+02	3.992665026824107882e-16
6.827681789425007537e+02	3.809873993317649784e-16
6.827881120338779510e+02	4.091682648962543557e-16
6.828080451252551484e+02	3.727024112559930566e-16
6.828279782166322320e+02	3.651852320771275563e-16
6.828479113080094294e+02	3.619908855445743779e-16
6.828678443993866267e+02	3.349076423308285652e-16
6.828877774907638241e+02	3.531875927144216294e-16
6.829077105821409077e+02	3.603058723146895575e-16
6.829276436735181051e+02	3.869697548102056864e-16
6.829475767648953024e+02	3.723913913456731182e-16
6.829675098562724997e+02	3.733625940290389786e-16
6.829874429476496971e+02	3.603662234121814264e-16
6.830073760390268944e+02	3.654813230317521377e-16
6.830273091304040918e+02	3.538204322051389985e-16
6.830472422217812891e+02	3.490617746376847375e-16
6.830671753131583728e+02	3.567784036058490238e-16
6.830871084045355701e+02	3.543205786907130611e-16
6.831070414959127675e+02	3.763986777493536114e-16
6.831269745872899648e+02	3.493625507432988192e-16
6.831469076786670485e+02	3.796050945014051636e-16
6.831668407700442458e+02	3.557503967754579218e-16
6.831867738614214431e+02	3.753482245458602705e-16
6.832067069527986405e+02	3.458527638472322190e-16
6.832266400441758378e+02	3.894653785706128721e-16
6.832465731355530352e+02	3.846884568552334403e-16
6.832665062269302325e+02	3.561618165598070965e-16
6.832864393183074299e+02	3.773671805152000987e-16
6.833063724096845135e+02	3.606588203558985838e-16
6.833263055010617109e+02	3.585199298151834670e-16
6.833462385924389082e+02	3.768759808151314096e-16
6.833661716838161055e+02	3.368139693879631733e-16
6.833861047751933029e+02	3.774550601834777324e-16
6.834060378665703865e+02	4.104276970097030935e-16
6.834259709579475839e+02	3.735613026645089171e-16
6.834459040493247812e+02	3.707393594611720121e-16
6.834658371407019786e+02	3.813836254626227790e-16
6.834857702320791759e+02	3.663242002236089716e-16
6.835057033234563733e+02	4.092781409513809995e-16
6.835256364148335706e+02	3.683059661526084157e-16
6.835455695062106543e+02	3.529749609748811983e-16
6.835655025975878516e+02	3.641110090115518916e-16
6.835854356889650489e+02	3.707944430725231433e-16
6.836053687803422463e+02	3.660847281275524199e-16
6.836253018717194436e+02	3.796804010243719912e-16
6.836452349630965273e+02	4.001891333202075348e-16
6.836651680544737246e+02	3.630595764262132879e-16
6.836851011458509220e+02	3.732351949798160115e-16
6.837050342372281193e+02	3.890430532370677983e-16
6.837249673286053167e+02	3.547779235426711799e-16
6.837449004199825140e+02	3.585549758033761136e-16
6.837648335113597113e+02	3.335439457555287434e-16
6.837847666027369087e+02	3.718637956986520958e-16
6.838046996941139923e+02	3.424372887758864647e-16
6.838246327854911897e+02	3.584769164233307095e-16
6.838445658768683870e+02	3.635302885168702636e-16
6.838644989682455844e+02	3.508445407636386244e-16
6.838844320596226680e+02	3.657843490686323636e-16
6.839043651509998654e+02	3.487710835180989023e-16
6.839242982423770627e+02	3.596972526723077410e-16
6.839442313337542600e+02	3.737424618361029306e-16
6.839641644251314574e+02	3.918168743810888184e-16
6.839840975165086547e+02	3.419087666865793830e-16
6.840040306078858521e+02	3.782299894510970104e-16
6.840239636992630494e+02	3.914035752423879232e-16
6.840438967906401331e+02	3.931691624813803089e-16
6.840638298820173304e+02	3.698400486992043604e-16
6.840837629733945278e+02	3.607160480193974525e-16
6.841036960647717251e+02	3.957651861158167309e-16
6.841236291561488088e+02	4.097845872445002660e-16
6.841435622475260061e+02	3.896267118772852147e-16
6.841634953389032034e+02	3.582887162903626447e-16
6.841834284302804008e+02	3.518632567013895308e-16
6.842033615216575981e+02	3.470862820464508955e-16
6.842232946130347955e+02	3.640503402767048024e-16
6.842432277044119928e+02	3.610929512111460144e-16
6.842631607957891902e+02	3.665941125662074748e-16
6.842830938871662738e+02	3.405018979007491935e-16
6.843030269785434712e+02	3.569378840279492475e-16
6.843229600699206685e+02	3.442680181424786264e-16
6.843428931612978658e+02	3.519407866858429009e-16
6.843628262526749495e+02	3.324667316048580869e-16
6.843827593440521468e+02	3.192982809508099033e-16
6.844026924354293442e+02	2.652280915815092514e-16
6.844226255268065415e+02	2.699378065264799748e-16
6.844425586181837389e+02	2.500815542978262595e-16
6.844624917095609362e+02	2.300793212346691858e-16
6.844824248009381336e+02	1.770832755216053935e-16
6.845023578923153309e+02	2.053734745107395798e-16
6.845222909836924146e+02	2.527901274351290967e-16
6.845422240750696119e+02	1.827305235902886189e-16
6.845621571664468092e+02	1.774296458225833981e-16
6.845820902578240066e+02	1.595305690976791505e-16
6.846020233492012039e+02	2.040953812026716457e-16
6.846219564405782876e+02	2.251819090825428298e-16
6.846418895319554849e+02	1.978890119794617770e-16
6.846618226233326823e+02	2.272614014378317388e-16
6.846817557147098796e+02	2.619310158343218873e-16
6.847016888060870770e+02	2.746198605517669250e-16
6.847216218974642743e+02	2.360176045300730685e-16
6.847415549888414716e+02	2.553384525267232610e-16
6.847614880802185553e+02	2.117010091500762161e-16
6.847814211715957526e+02	2.346329174195491011e-16
6.848013542629729500e+02	2.525787927147891488e-16
6.848212873543501473e+02	2.742818149964736541e-16
6.848412204457273447e+02	2.592322100456920762e-16
6.848611535371044283e+02	2.328989086276215398e-16
6.848810866284816257e+02	2.322437021731407368e-16
6.849010197198588230e+02	2.720465479882287589e-16
6.849209528112360204e+02	2.699513325838564419e-16
6.849408859026132177e+02	2.362459593186969076e-16
6.849608189939904150e+02	2.503301584678453966e-16
6.849807520853676124e+02	2.411903288598366739e-16
6.850006851767448097e+02	2.399258939580432154e-16
6.850206182681218934e+02	2.584250405865179314e-16
6.850405513594990907e+02	2.416967751529559404e-16
6.850604844508762881e+02	2.730003335566167028e-16
6.850804175422534854e+02	2.732882188795647581e-16
6.851003506336305691e+02	2.543227012042877447e-16
6.851202837250077664e+02	2.387826377072663252e-16
6.851402168163849637e+02	2.391202332763063673e-16
6.851601499077621611e+02	2.668651415707557970e-16
6.851800829991393584e+02	2.724599000664888575e-16
6.852000160905165558e+02	2.468283389754389072e-16
6.852199491818937531e+02	2.779861812423923282e-16
6.852398822732709505e+02	2.750392477397762105e-16
6.852598153646480341e+02	3.087060015964968691e-16
6.852797484560252315e+02	2.774019932065828779e-16
6.852996815474024288e+02	2.739719332866765887e-16
6.853196146387796261e+02	2.959160952605325526e-16
6.853395477301567098e+02	3.086591236168222639e-16
6.853594808215339071e+02	2.897090113532734381e-16
6.853794139129111045e+02	2.680217915300111458e-16
6.853993470042883018e+02	2.884592671791589213e-16
6.854192800956654992e+02	2.913765809984007402e-16
6.854392131870426965e+02	2.922349959508837702e-16
6.854591462784198939e+02	2.947871062209609771e-16
6.854790793697970912e+02	2.949825855433195086e-16
6.854990124611741749e+02	2.744268693886909530e-16
6.855189455525513722e+02	3.154597393920902278e-16
6.855388786439285695e+02	3.063661260192660678e-16
6.855588117353057669e+02	3.208719093481307832e-16
6.855787448266828505e+02	3.161811467653548747e-16
6.855986779180600479e+02	3.062775581367187900e-16
6.856186110094372452e+02	2.801430447634569972e-16
6.856385441008144426e+02	2.796674092937941059e-16
6.856584771921916399e+02	2.845524600588464695e-16
6.856784102835688373e+02	3.123556283381992340e-16
6.856983433749460346e+02	3.138463004462483958e-16
6.857182764663232319e+02	3.022092059514971821e-16
6.857382095577003156e+02	3.337819884834868035e-16
6.857581426490775129e+02	3.349476911073659326e-16
6.857780757404547103e+02	3.397089427132211599e-16
6.857980088318319076e+02	3.604046310623834886e-16
6.858179419232091050e+02	3.501768670429654222e-16
6.858378750145861886e+02	3.522767675983272395e-16
6.858578081059633860e+02	3.678336129356161348e-16
6.858777411973405833e+02	3.619875768221241658e-16
6.858976742887177807e+02	3.687462909362826434e-16
6.859176073800949780e+02	3.368399891813116413e-16
6.859375404714721753e+02	3.504262123668134069e-16
6.859574735628493727e+02	3.549040785122528673e-16
6.859774066542264563e+02	3.696296668909300736e-16
6.859973397456036537e+02	3.420881788527196845e-16
6.860172728369808510e+02	3.184342808748309153e-16
6.860372059283580484e+02	3.482490994643534397e-16
6.860571390197352457e+02	3.295532559036585141e-16
6.860770721111123294e+02	3.237538595418247350e-16
6.860970052024895267e+02	3.095724898317584167e-16
6.861169382938667241e+02	2.922215228330665064e-16
6.861368713852439214e+02	2.873075405989094881e-16
6.861568044766211187e+02	3.461572457219905382e-16
6.861767375679983161e+02	3.642415314947678590e-16
6.861966706593755134e+02	3.319660292539123887e-16
6.862166037507525971e+02	3.224229590234514156e-16
6.862365368421297944e+02	3.022899652490619593e-16
6.862564699335069918e+02	2.934749727763252608e-16
6.862764030248841891e+02	3.183652476896296898e-16
6.862963361162613865e+02	2.877631913849730983e-16
6.863162692076384701e+02	2.413828965064390188e-16
6.863362022990156674e+02	2.857279829709578282e-16
6.863561353903928648e+02	3.015447615439353869e-16
6.863760684817700621e+02	3.176665249174836971e-16
6.863960015731472595e+02	2.970059619658528202e-16
6.864159346645244568e+02	3.245703993029778805e-16
6.864358677559016542e+02	3.007315305052324535e-16
6.864558008472788515e+02	3.852339460732652097e-16
6.864757339386559352e+02	3.374831518860736722e-16
6.864956670300331325e+02	3.592172232192309680e-16
6.865156001214103298e+02	3.408327172062112012e-16
6.865355332127875272e+02	3.071133943672015726e-16
6.865554663041646108e+02	3.120195680163760903e-16
6.865753993955418082e+02	2.950779296894448208e-16
6.865953324869190055e+02	3.108283220551813237e-16
6.866152655782962029e+02	2.957077251555079948e-16
6.866351986696734002e+02	2.581693425155655395e-16
6.866551317610505976e+02	2.803705789889131836e-16
6.866750648524277949e+02	3.013329238977830067e-16
6.866949979438049922e+02	3.067911248005509130e-16
6.867149310351820759e+02	2.802817464085698889e-16
6.867348641265592732e+02	2.875240104564921653e-16
6.867547972179364706e+02	3.343826671919881109e-16
6.867747303093136679e+02	3.557597935472165242e-16
6.867946634006907516e+02	3.825410695152661788e-16
6.868145964920679489e+02	3.737893662855571375e-16
6.868345295834451463e+02	3.472892258466571055e-16
6.868544626748223436e+02	3.469579300851622673e-16
6.868743957661995410e+02	2.918367581167762405e-16
6.868943288575767383e+02	2.872798002698869098e-16
6.869142619489539356e+02	2.884314474407975379e-16
6.869341950403311330e+02	3.182506070741747406e-16
6.869541281317082166e+02	2.755862457352452766e-16
