# wavelength	flux
5.357416969444306005e+02	2.808113908165320825e-15
5.357616300358077979e+02	5.254993675315100185e-15
5.357815631271849952e+02	-4.513010601212225428e-15
5.358014962185621926e+02	1.376609169064240031e-15
5.358214293099393899e+02	-1.547585734082835944e-15
5.358413624013164736e+02	9.671927870419112089e-15
5.358612954926936709e+02	-4.467308938543119654e-15
5.358812285840708682e+02	1.913262986423199842e-15
5.359011616754480656e+02	1.602707144279238386e-15
5.359210947668252629e+02	1.283409244493254747e-14
5.359410278582024603e+02	-6.879433461559397375e-15
5.359609609495795439e+02	4.123688847665731363e-15
5.359808940409567413e+02	4.145771843633598228e-15
5.360008271323339386e+02	2.369077673362103738e-15
5.360207602237111359e+02	6.093677418808314886e-15
5.360406933150883333e+02	6.383139917104157721e-15
5.360606264064655306e+02	-9.974607047307437399e-16
5.360805594978426143e+02	1.940828614900406979e-15
5.361004925892198116e+02	4.101688860926695421e-15
5.361204256805970090e+02	4.571572341603019618e-15
5.361403587719742063e+02	7.978946178082996915e-15
5.361602918633514037e+02	-4.170081265703323020e-15
5.361802249547286010e+02	2.398322121140768898e-15
5.362001580461056847e+02	5.369726987938214539e-17
5.362200911374828820e+02	3.524972714503212153e-15
5.362400242288600793e+02	1.805568676410446334e-15
5.362599573202372767e+02	-1.361261037939110515e-15
5.362798904116144740e+02	4.758020386919688954e-15
5.362998235029916714e+02	4.054387576536699900e-15
5.363197565943687550e+02	1.111374327688932346e-16
5.363396896857459524e+02	1.157562319618660098e-15
5.363596227771231497e+02	1.463480021101693819e-15
5.363795558685003471e+02	7.734353556102056132e-15
5.363994889598775444e+02	-3.830552767477646628e-15
5.364194220512547417e+02	6.231112326148587760e-15
5.364393551426318254e+02	5.163581032614468838e-15
5.364592882340090227e+02	1.226820074430026372e-15
5.364792213253862201e+02	7.377482481797821567e-15
5.364991544167634174e+02	7.588833295763767334e-15
5.365190875081406148e+02	1.285421837127578328e-15
5.365390205995178121e+02	5.021889361197769477e-15
5.365589536908948958e+02	2.732890817943797734e-15
5.365788867822720931e+02	3.399287001174303678e-15
5.365988198736492905e+02	-3.333020013820573932e-15
5.366187529650264878e+02	-5.421559845656461363e-16
5.366386860564036851e+02	1.570446518054519069e-15
5.366586191477808825e+02	-1.825257321994662105e-15
5.366785522391579661e+02	-2.720027563848557116e-15
5.366984853305351635e+02	1.375900731882980215e-15
5.367184184219123608e+02	-6.516398104981519640e-16
5.367383515132895582e+02	1.416931960760044185e-15
5.367582846046667555e+02	2.320074064506363887e-15
5.367782176960439529e+02	4.971102959746296138e-16
5.367981507874210365e+02	-2.018836749452502209e-15
5.368180838787982339e+02	4.631215319550983922e-15
5.368380169701754312e+02	1.877975805598822504e-15
5.368579500615526285e+02	5.645655646742387367e-16
5.368778831529298259e+02	9.956487953774483847e-16
5.368978162443070232e+02	-6.812504941473862020e-16
5.369177493356842206e+02	4.819643304381860185e-15
5.369376824270613042e+02	5.362333713797664582e-16
5.369576155184385016e+02	1.068983637401304827e-15
5.369775486098156989e+02	-7.364820186269317032e-15
5.369974817011928963e+02	-3.224371097676264827e-15
5.370174147925700936e+02	-1.855551243594975343e-15
5.370373478839472909e+02	-1.906087982085245477e-15
5.370572809753243746e+02	-1.553074295822806997e-15
5.370772140667015719e+02	2.368765965237514155e-15
5.370971471580787693e+02	-2.539614204764601042e-15
5.371170802494559666e+02	-1.865911277103063089e-16
5.371370133408331640e+02	-1.372848978053141378e-15
5.371569464322103613e+02	6.721897297710477479e-16
5.371768795235874450e+02	-3.046114707992491830e-15
5.371968126149646423e+02	2.399044640244776816e-15
5.372167457063418397e+02	1.095396454037298861e-15
5.372366787977190370e+02	-3.486262673538980186e-15
5.372566118890962343e+02	-5.212964747505289057e-15
5.372765449804734317e+02	2.794272331016001490e-15
5.372964780718505153e+02	2.388053328962968201e-15
5.373164111632277127e+02	8.947047026796012097e-16
5.373363442546049100e+02	5.206725502815813880e-15
5.373562773459821074e+02	-9.993936339163780533e-16
5.373762104373593047e+02	-1.997937482028423230e-15
5.373961435287365020e+02	-2.916575206511813102e-15
5.374160766201135857e+02	2.963676591126256608e-15
5.374360097114907830e+02	-4.241887213257385450e-15
5.374559428028679804e+02	1.819852404758232414e-15
5.374758758942451777e+02	1.206680489680516093e-15
5.374958089856223751e+02	8.186905366249018056e-16
5.375157420769995724e+02	2.902028050917430935e-15
5.375356751683766561e+02	4.154392521454278869e-15
5.375556082597538534e+02	-1.616563438626016265e-15
5.375755413511310508e+02	1.026369049835938393e-14
5.375954744425082481e+02	8.848805816232853394e-15
5.376154075338854454e+02	1.867898231108864465e-15
5.376353406252626428e+02	4.234943660672268323e-15
5.376552737166397264e+02	1.045705054428388518e-15
5.376752068080169238e+02	-1.332083929279752072e-15
5.376951398993941211e+02	-3.033012590606125498e-15
5.377150729907713185e+02	1.199039934858927084e-15
5.377350060821485158e+02	3.513684729931627719e-15
5.377549391735257132e+02	-1.626354186584210316e-15
5.377748722649027968e+02	2.049872883672847028e-15
5.377948053562799942e+02	5.523206446304937574e-16
5.378147384476571915e+02	-3.259761034185055953e-16
5.378346715390343888e+02	6.445215997193110002e-15
5.378546046304115862e+02	-5.187890520858642635e-17
5.378745377217887835e+02	1.889006080396204816e-15
5.378944708131658672e+02	3.029698150683519421e-15
5.379144039045430645e+02	4.266580341252216441e-15
5.379343369959202619e+02	-3.069872288097080446e-15
5.379542700872974592e+02	3.497226456250003036e-15
5.379742031786746566e+02	-8.485778294709737761e-16
5.379941362700518539e+02	-1.473805670366078961e-15
5.380140693614289376e+02	9.803237459001315490e-16
5.380340024528061349e+02	-3.022822148975945825e-15
5.380539355441833322e+02	-5.468959809384812010e-16
5.380738686355605296e+02	-1.438274226415537163e-15
5.380938017269377269e+02	7.009546616103604078e-15
5.381137348183149243e+02	3.644155120621338922e-15
5.381336679096921216e+02	2.626106221316395345e-15
5.381536010010692053e+02	3.699738269653113365e-15
5.381735340924464026e+02	3.186487972626789872e-15
5.381934671838236000e+02	-2.091906258405631241e-15
5.382134002752007973e+02	6.886633956295108174e-17
5.382333333665779946e+02	3.634755172489184324e-15
5.382532664579551920e+02	-2.516561091374331987e-16
5.382731995493322756e+02	-3.836362142946390247e-15
5.382931326407094730e+02	-1.433468796747526704e-15
5.383130657320866703e+02	2.983235428911305658e-15
5.383329988234638677e+02	2.272124058757889978e-16
5.383529319148410650e+02	3.258736283137555860e-15
5.383728650062182624e+02	-2.393576936691131900e-16
5.383927980975953460e+02	-2.934774132900045372e-15
5.384127311889725434e+02	2.691554127810130183e-15
5.384326642803497407e+02	1.098622908412508897e-15
5.384525973717269380e+02	1.036003668446129795e-15
5.384725304631041354e+02	3.500414688263468223e-15
5.384924635544813327e+02	1.796367357504422869e-15
5.385123966458584164e+02	-4.892632768721473686e-16
5.385323297372356137e+02	6.972233418496178158e-18
5.385522628286128111e+02	-7.036145991746230871e-16
5.385721959199900084e+02	5.005282327354783258e-16
5.385921290113672057e+02	2.254431552192997373e-15
5.386120621027444031e+02	2.486885345006836778e-15
5.386319951941214867e+02	3.482460977913466073e-15
5.386519282854986841e+02	-7.143298835947452068e-16
5.386718613768758814e+02	5.089695195658423474e-15
5.386917944682530788e+02	-5.198148447191916835e-15
5.387117275596302761e+02	6.884544034846656196e-16
5.387316606510074735e+02	2.382211766242228919e-15
5.387515937423845571e+02	9.557594727924016188e-16
5.387715268337617545e+02	-1.217655601457208470e-15
5.387914599251389518e+02	-1.168313073543448492e-15
5.388113930165161491e+02	3.345843033850819971e-15
5.388313261078933465e+02	-3.375562878871131607e-16
5.388512591992705438e+02	1.329390417447042600e-16
5.388711922906476275e+02	-2.063236734239914938e-15
5.388911253820248248e+02	-4.212399667022858306e-16
5.389110584734020222e+02	1.675038146381480075e-15
5.389309915647792195e+02	4.777770865909054289e-16
5.389509246561564169e+02	-4.442351112752271694e-16
5.389708577475336142e+02	-1.724598520581362019e-16
5.389907908389106979e+02	2.427452431229791541e-15
5.390107239302878952e+02	2.316956559743994434e-15
5.390306570216650925e+02	1.732252892627903114e-15
5.390505901130422899e+02	-4.444559221766645248e-16
5.390705232044194872e+02	6.214481548913298819e-17
5.390904562957966846e+02	9.328677721181437114e-16
5.391103893871737682e+02	4.942070376083562960e-16
5.391303224785509656e+02	2.382297740086375230e-15
5.391502555699281629e+02	-1.324737294890860305e-15
5.391701886613053603e+02	-2.822141461986121683e-16
5.391901217526825576e+02	1.756218842837516288e-15
5.392100548440597549e+02	1.551753771458037542e-15
5.392299879354368386e+02	7.588914928564058967e-16
5.392499210268140359e+02	-2.558473605093454853e-16
5.392698541181912333e+02	6.603737789755278684e-16
5.392897872095684306e+02	-3.393591445757847356e-16
5.393097203009456280e+02	1.888729735897163101e-15
5.393296533923228253e+02	-1.005639039447055525e-17
5.393495864837000227e+02	3.306970150802478366e-16
5.393695195750771063e+02	2.740672086113749364e-15
5.393894526664543037e+02	-8.976447540395208861e-16
5.394093857578315010e+02	-6.983612478961927130e-16
5.394293188492086983e+02	3.654254717967925573e-15
5.394492519405858957e+02	3.867541425734821042e-15
5.394691850319630930e+02	-1.129318111871583860e-15
5.394891181233401767e+02	3.751486754948879781e-17
5.395090512147173740e+02	3.260261789475560855e-15
5.395289843060945714e+02	2.427561274963513718e-15
5.395489173974717687e+02	2.145307450565278606e-15
5.395688504888489661e+02	7.539551965980446479e-16
5.395887835802261634e+02	3.194850940673268393e-15
5.396087166716032471e+02	-7.876665785031737674e-16
5.396286497629804444e+02	2.016042387759510272e-15
5.396485828543576417e+02	3.131185403258793416e-16
5.396685159457348391e+02	1.100856428415300080e-15
5.396884490371120364e+02	9.341882964829131657e-16
5.397083821284892338e+02	5.270679454948828946e-16
5.397283152198663174e+02	5.380509121786720744e-17
5.397482483112435148e+02	-4.793870844653990403e-16
5.397681814026207121e+02	2.066969820196701453e-15
5.397881144939979094e+02	-1.322886104384636032e-15
5.398080475853751068e+02	2.416271384567797963e-15
5.398279806767523041e+02	7.490301764657937220e-16
5.398479137681293878e+02	-1.854635600978993444e-15
5.398678468595065851e+02	2.520074001704391588e-15
5.398877799508837825e+02	-5.428740038071217661e-17
5.399077130422609798e+02	7.888136199324337003e-16
5.399276461336381772e+02	1.929715542632430558e-15
5.399475792250153745e+02	9.362077289082858245e-16
5.399675123163924582e+02	-1.008141922544518476e-16
5.399874454077696555e+02	1.009464855659231684e-15
5.400073784991468528e+02	5.325465016581645058e-16
5.400273115905240502e+02	-3.655401388820271082e-16
5.400472446819012475e+02	-2.594074664564349113e-16
5.400671777732784449e+02	4.648407759039641270e-16
5.400871108646555285e+02	2.063167489296476899e-15
5.401070439560327259e+02	1.494008782586633312e-15
5.401269770474099232e+02	1.096059045560288537e-15
5.401469101387871206e+02	-2.683390053687578812e-16
5.401668432301643179e+02	7.812324632962708987e-16
5.401867763215415152e+02	2.277612514618742624e-15
5.402067094129185989e+02	7.176088540126850102e-16
5.402266425042957962e+02	-1.064918832166549846e-15
5.402465755956729936e+02	1.956083043005746487e-15
5.402665086870501909e+02	2.617910965793473176e-15
5.402864417784273883e+02	-5.282635457348221404e-17
5.403063748698045856e+02	1.334699858188448970e-16
5.403263079611816693e+02	1.572124807960385059e-15
5.403462410525588666e+02	3.578319802433353649e-16
5.403661741439360640e+02	-1.303314455226259761e-15
5.403861072353132613e+02	2.069251303440130911e-15
5.404060403266904586e+02	7.093667469798678373e-16
5.404259734180676560e+02	1.161522516284429173e-16
5.404459065094447396e+02	1.721432364364084647e-15
5.404658396008219370e+02	3.397033311199456002e-16
5.404857726921991343e+02	-3.055415394451140064e-16
5.405057057835763317e+02	1.223951703233268091e-15
5.405256388749535290e+02	7.732318930023192099e-17
5.405455719663307264e+02	-2.334714234906266417e-16
5.405655050577079237e+02	3.116754873513336325e-16
5.405854381490850074e+02	1.780226085903308109e-15
5.406053712404622047e+02	1.285078153509229895e-15
5.406253043318394020e+02	1.335894095234738729e-15
5.406452374232165994e+02	2.067849622731102654e-16
5.406651705145937967e+02	3.292496210618474492e-16
5.406851036059709941e+02	1.438263214987222857e-15
5.407050366973480777e+02	9.228770052703894381e-17
5.407249697887252751e+02	3.906358986943795101e-16
5.407449028801024724e+02	-1.340532447653903277e-15
5.407648359714796698e+02	1.429702676505797271e-15
5.407847690628568671e+02	4.777423582400680026e-16
5.408047021542340644e+02	2.144868244129792550e-17
5.408246352456111481e+02	1.513486516966982762e-15
5.408445683369883454e+02	1.731068925856098814e-16
5.408645014283655428e+02	-2.337428446106624416e-16
5.408844345197427401e+02	1.391359400807726417e-15
5.409043676111199375e+02	1.441501104307220827e-15
5.409243007024971348e+02	-3.859377411169273776e-18
5.409442337938742185e+02	1.112480790946062878e-15
5.409641668852514158e+02	8.340268092887697608e-16
5.409840999766286131e+02	-6.910963736934069122e-18
5.410040330680058105e+02	1.221430615544884073e-15
5.410239661593830078e+02	5.569891725984042405e-16
5.410438992507602052e+02	3.563135148667044214e-16
5.410638323421372888e+02	2.301735007104920233e-16
5.410837654335144862e+02	2.538791524014580303e-15
5.411036985248916835e+02	-5.866099147638871233e-16
5.411236316162688809e+02	-2.154508240075710037e-16
5.411435647076460782e+02	1.583728841700413753e-15
5.411634977990232755e+02	-1.003961576721802088e-15
5.411834308904003592e+02	6.333185937281598545e-16
5.412033639817775565e+02	4.280807900727687720e-16
5.412232970731547539e+02	8.923279282296056429e-16
5.412432301645319512e+02	-2.231381244599366098e-16
5.412631632559091486e+02	7.151673344817836928e-16
5.412830963472863459e+02	3.039050453212390965e-16
5.413030294386634296e+02	2.485007261204537181e-15
5.413229625300406269e+02	9.061620938406365032e-16
5.413428956214178243e+02	8.344589019709878607e-16
5.413628287127950216e+02	-1.806330714895399586e-16
5.413827618041722189e+02	3.514947444297747067e-16
5.414026948955494163e+02	1.577334484102472633e-15
5.414226279869264999e+02	3.769002271332465639e-16
5.414425610783036973e+02	6.167152127147586694e-16
5.414624941696808946e+02	9.941924281037630221e-16
5.414824272610580920e+02	1.809719561368466033e-15
5.415023603524352893e+02	8.919566101613530390e-16
5.415222934438124867e+02	1.170130700369137813e-15
5.415422265351895703e+02	-5.071581184323153448e-16
5.415621596265667677e+02	6.586931200243875272e-17
5.415820927179439650e+02	1.055975646551202130e-15
5.416020258093211623e+02	1.343761654886191891e-16
5.416219589006983597e+02	1.131775142693331772e-15
5.416418919920755570e+02	4.270087639989000481e-16
5.416618250834526407e+02	1.455216764714974890e-16
5.416817581748298380e+02	-1.190238124336432030e-16
5.417016912662070354e+02	1.540528043808076300e-15
5.417216243575842327e+02	-3.433398751730798264e-17
5.417415574489614301e+02	-2.766065233899926831e-16
5.417614905403386274e+02	1.007655063888304465e-15
5.417814236317158247e+02	7.738860406656159451e-16
5.418013567230929084e+02	8.217432433668063040e-16
5.418212898144701057e+02	-1.675170309991031348e-16
5.418412229058473031e+02	1.349901373204364687e-15
5.418611559972245004e+02	3.753725502733142299e-16
5.418810890886016978e+02	2.071819030880173119e-16
5.419010221799788951e+02	6.490815592392071634e-16
5.419209552713559788e+02	7.379381212028210488e-16
5.419408883627331761e+02	1.364677968848334363e-15
5.419608214541103735e+02	1.057365309980291216e-15
5.419807545454875708e+02	-1.110808853787301296e-15
5.420006876368647681e+02	3.332436662229799895e-14
5.420206207282419655e+02	1.144579951515211844e-15
5.420405538196190491e+02	-1.688484609130684881e-16
5.420604869109962465e+02	-4.983382290503523323e-16
5.420804200023734438e+02	1.149270608218869345e-15
5.421003530937506412e+02	2.566644826056498681e-16
5.421202861851278385e+02	-2.051560252713116399e-16
5.421402192765050359e+02	1.546449015867620673e-15
5.421601523678821195e+02	-6.971210857822940105e-17
5.421800854592593168e+02	1.132996775961509286e-15
5.422000185506365142e+02	8.689055878836725181e-18
5.422199516420137115e+02	6.706270598624819706e-16
5.422398847333909089e+02	2.243170090340573840e-16
5.422598178247681062e+02	1.253836719678294315e-15
5.422797509161451899e+02	3.340250075300099826e-16
5.422996840075223872e+02	1.256617211206774963e-15
5.423196170988995846e+02	3.645689097288816460e-16
5.423395501902767819e+02	-7.707759474415349678e-16
5.423594832816539792e+02	-2.383134079242670445e-16
5.423794163730311766e+02	3.250814513377478423e-16
5.423993494644082602e+02	2.473639284958996419e-16
5.424192825557854576e+02	4.465320528699440183e-16
5.424392156471626549e+02	1.085047617245982633e-15
5.424591487385398523e+02	5.811388760180123941e-16
5.424790818299170496e+02	6.213265659587294872e-16
5.424990149212942470e+02	5.234145335746974870e-16
5.425189480126713306e+02	4.287890949051305790e-16
5.425388811040485280e+02	-6.218829794409185148e-20
5.425588141954257253e+02	6.151743539045846903e-16
5.425787472868029226e+02	4.706646568119294757e-16
5.425986803781801200e+02	4.447312608240813758e-16
5.426186134695573173e+02	6.898510549355695541e-16
5.426385465609344010e+02	8.416009779031177144e-16
5.426584796523115983e+02	3.650327132070625789e-16
5.426784127436887957e+02	6.723056674057031803e-16
5.426983458350659930e+02	2.752414503861535730e-16
5.427182789264431904e+02	5.542612500522125629e-16
5.427382120178203877e+02	3.074890799490884565e-16
5.427581451091974714e+02	8.082100920894059407e-16
5.427780782005746687e+02	-1.456175367783250343e-17
5.427980112919518660e+02	6.914184894044636369e-16
5.428179443833290634e+02	1.168021905967829826e-16
5.428378774747062607e+02	4.230738459726505942e-16
5.428578105660834581e+02	6.533595520788742107e-16
5.428777436574605417e+02	3.590858272332881447e-16
5.428976767488377391e+02	6.152698568693876126e-16
5.429176098402149364e+02	-2.976375309071493079e-16
5.429375429315921338e+02	5.982657233928167367e-16
5.429574760229693311e+02	1.436621612195884820e-16
5.429774091143465284e+02	5.248478721401293734e-16
5.429973422057237258e+02	8.055797371508261178e-16
5.430172752971008094e+02	2.030406266599930291e-16
5.430372083884780068e+02	2.030205228623855403e-16
5.430571414798552041e+02	9.235419393688738647e-16
5.430770745712324015e+02	4.839560860620071431e-16
5.430970076626095988e+02	5.577077741750311075e-16
5.431169407539867962e+02	1.171868626688446426e-16
5.431368738453638798e+02	1.166981749508601545e-15
5.431568069367410772e+02	7.050832616609334380e-17
5.431767400281182745e+02	9.559935715231990261e-16
5.431966731194954718e+02	6.497046578510311081e-16
5.432166062108726692e+02	2.528958742046378758e-16
5.432365393022498665e+02	9.343073840213412000e-17
5.432564723936269502e+02	4.838425836470750668e-16
5.432764054850041475e+02	5.217722955086490089e-16
5.432963385763813449e+02	1.246549377595710349e-15
